ts,o,h,l,c,oi,vix,oi_change,ema_20,dist_from_ema,rsi,std_20,bb_upper,bb_lower,bb_width,oi_ma,oi_slope,price_change,sentiment_score,future_high,future_low,target
2025-12-15 10:15:00+05:30,25961.35,25978.1,25954.55,25976.05,493935,10.36,715.0,25994.41803587015,-0.0007066146218316216,39.74829575249068,40.292483300565166,26075.00300247128,25913.833069269018,0.006200174705964202,491712.0,0.004520939086294416,0.0005662263326060568,1,25997.55,25946.95,0
2025-12-15 10:30:00+05:30,25976.1,25981.3,25946.95,25968.15,494845,10.39,910.0,25991.91631816823,-0.0009143734489332994,41.44341170038321,40.92172976677874,26073.759777701787,25910.072858634674,0.00629760872816818,492648.0,0.004459573569769897,-0.0003041263009578854,-1,25997.55,25946.95,0
2025-12-15 10:45:00+05:30,25968.4,25997.55,25965.95,25987.25,495235,10.3,390.0,25991.471906914114,-0.00016243431419483013,43.720441408302875,41.03919468020785,26073.55029627453,25909.393517553697,0.006315793861492128,493857.0,0.0027902813972465715,0.000735516392195823,1,25997.55,25961.55,0
2025-12-15 11:00:00+05:30,25987.35,25993.6,25974.55,25980.95,495495,10.29,260.0,25990.469820541344,-0.0003662812025744759,42.24182667358602,41.06038108367779,26072.5905827087,25908.349058373988,0.006319298014570952,494546.0,0.0019189317070606171,-0.00024242657457018701,-1,26021.25,25961.55,0
2025-12-15 11:15:00+05:30,25980.85,25995.55,25968.15,25991.7,495885,10.13,390.0,25990.58698048979,4.282394664837041e-05,40.94446409621473,40.94748200921198,26072.481944508214,25908.692016471363,0.006301894149593556,495079.0,0.0016280230023895175,0.00041376470067500115,1,26028.25,25961.55,0
2025-12-15 11:30:00+05:30,25991.15,25994.6,25961.55,25971.0,496145,10.15,260.0,25988.721553776475,-0.0006818940185189638,39.29056347589946,41.086152344478435,26070.89385846543,25906.54924908752,0.00632368964505804,495521.0,0.0012592806359367212,-0.0007964080841191823,-1,26028.25,25961.55,0
2025-12-15 11:45:00+05:30,25971.2,26021.25,25969.85,26016.1,496405,10.1,260.0,25991.32902484538,0.0009530476541210477,48.36866636595964,40.405080044730234,26072.13918493484,25910.518864755923,0.0062182399378047605,495833.0,0.0011536142209171232,0.0017365523083439083,1,26029.95,25969.85,0
2025-12-15 12:00:00+05:30,26016.2,26028.25,26008.55,26018.55,497055,10.09,650.0,25993.92149866963,0.0009474715591346313,48.746268656716175,40.495537765874566,26074.912574201382,25912.93042313788,0.006231539595585503,496197.0,0.0017291519295763577,9.417245474918623e-05,1,26029.95,26003.45,0
2025-12-15 12:15:00+05:30,26019.55,26027.3,26011.45,26018.6,496275,10.1,-780.0,25996.271832129667,0.0008588988457466194,44.26229508196671,40.353738821106894,26076.97930977188,25915.564354487455,0.0062091578487391596,496353.0,-0.0001571462245619549,1.921705859775358e-06,0,26045.0,26003.45,0
2025-12-15 12:30:00+05:30,26020.1,26029.95,26007.7,26010.15,497640,10.13,1365.0,25997.593562403035,0.0004829846103573559,44.624447717231256,39.90564026550653,26077.404842934047,25917.782281872023,0.006139897551628222,496704.0,0.0018844221105527637,-0.00032476766620792574,-1,26045.0,26003.45,0
2025-12-15 12:45:00+05:30,26009.95,26022.85,26003.45,26016.0,498420,10.09,780.0,25999.34655645989,0.0006405331573986806,76.0427807486655,38.66702414951221,26076.680604758913,25922.012508160864,0.005948922457038414,497159.0,0.0025364118923724603,0.00022491219773823623,1,26045.0,26003.45,0
2025-12-15 13:00:00+05:30,26016.2,26045.0,26015.35,26042.1,498485,10.19,65.0,26003.41831298752,0.0014875616177415709,79.51807228915777,39.137756958426294,26081.69382690437,25925.14279907067,0.006020401854455893,497575.0,0.001828870019595036,0.0010032287822878683,1,26045.0,26015.35,0
2025-12-15 13:15:00+05:30,26041.95,26043.95,26024.4,26025.7,498745,10.09,260.0,26005.54037841728,0.0007752048713223601,69.13739669421666,39.084688414020356,26083.709755245323,25927.37100158924,0.006011747934522209,497913.0,0.0016709746481815095,-0.0006297495209678372,-1,26043.95,25990.15,0
2025-12-15 13:30:00+05:30,26025.7,26036.0,26023.4,26025.45,498745,10.23,0.0,26007.43653285373,0.0006926275537965401,67.4090168386764,39.02102469722008,26085.47858224817,25929.39448345929,0.0060015180116544066,498407.0,0.000678160619734474,-9.605889563002457e-06,0,26038.05,25990.15,0
